id,time,mood,circumplex.arousal,circumplex.valence,activity,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,frequency_activity,frequency_appCat.builtin,frequency_appCat.communication,frequency_appCat.entertainment,frequency_appCat.finance,frequency_appCat.game,frequency_appCat.office,frequency_appCat.other,frequency_appCat.social,frequency_appCat.travel,frequency_appCat.unknown,frequency_appCat.utilities,frequency_appCat.weather,frequency_call,frequency_circumplex.arousal,frequency_circumplex.valence,frequency_mood,frequency_screen,frequency_sms
AS14.16,2014-04-21,7.25,1.0,0.75,0.008687723936968855,0.0,0.0,48.15082760774156,28.282926500632634,4.151433529206228,0.0,0.0,0.0,2.714231060177291,3.5357282746197614,0.0,0.0,0.0,0.0,13,27,7,1,0,0,0,1,1,0,0,0,0,0,4,4,4,16,0
AS14.16,2014-04-22,6.6,0.8,0.8,0.052990952037282955,0.0,1.0,61.32404321901454,65.42953030618402,8.943960113589412,0.0,0.0,0.0,0.0,4.622125626637505,0.0,0.0,0.0,0.0,5,40,23,2,0,0,0,0,1,0,0,0,0,0,5,5,5,28,1
AS14.16,2014-04-23,7.25,0.75,1.0,0.07078659646178244,4.0,1.0,68.3414526458189,69.44178526876985,0.0,10.91660201977143,0.0,0.0,2.3060789822483017,2.945701339948426,0.0,0.0,0.0,1.6114359150967734,7,39,26,0,4,0,0,1,1,0,0,0,1,4,4,4,4,24,1
AS14.16,2014-04-24,5.4,-0.2,-0.2,0.013297242645380146,3.0,1.0,17.80285013028721,18.598552198697796,17.44941559528721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,7,4,0,0,0,0,0,0,0,0,0,3,5,5,5,5,1
AS14.16,2014-04-25,7.2,0.6,1.0,0.07582834912178063,7.0,12.0,45.588224476208474,4.708328398355293,0.0,0.0,0.0,0.0,0.0,6.183831563101547,0.0,0.0,0.0,0.0,4,28,2,0,0,0,0,0,3,0,0,0,0,7,5,5,5,22,12
AS14.16,2014-04-26,6.75,0.5,1.0,0.2608881278712705,0.0,3.0,0.6491952930307625,4.9936488580084895,0.0,0.0,0.0,0.0,1.7993968963572664,0.0,0.0,0.0,0.0,0.0,4,1,2,0,0,0,0,1,0,0,0,0,0,0,4,4,4,1,3
AS14.16,2014-04-27,7.2,-0.2,1.0,0.10334263587916344,2.0,0.0,24.65168337952052,27.90482830288925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,17,10,0,0,0,0,0,0,0,0,0,0,2,5,5,5,12,0
AS14.16,2014-04-28,8.0,1.0,1.0,0.17162596180329576,8.0,1.0,9.441367360272256,2.81295061092758,0.0,0.0,0.0,0.0,0.0,7.8365039625234365,0.0,0.0,0.0,0.0,2,7,1,0,0,0,0,0,2,0,0,0,0,8,1,1,1,4,1
AS14.16,2014-04-29,7.0,-0.5,1.0,0.033499861573395205,7.0,4.0,87.90430143380318,78.76240467940207,18.438251817798054,8.38133067743837,0.0,0.0,2.082187767347861,10.180968514585121,0.0,0.0,0.0,0.0,10,53,28,4,2,0,0,1,5,0,0,0,0,7,4,4,4,34,4
AS14.16,2014-04-30,7.0,0.4,1.0,0.037243487790769594,3.0,0.0,10.593376601492183,22.064522588027703,6.169392597823157,0.0,0.0,0.0,1.795585474061584,0.0,0.0,0.0,0.0,0.0,8,8,6,2,0,0,0,1,0,0,0,0,0,3,5,5,5,5,0
AS14.16,2014-05-01,7.0,-0.2,1.0,0.09586830200119974,7.0,2.0,25.878277446475114,3.000968540349237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,14,1,0,0,0,0,0,0,0,0,0,0,7,5,5,5,4,2
AS14.16,2014-05-02,8.0,2.0,1.0,0.08776931746743788,2.0,0.0,51.20064267400204,37.10173335476024,8.970523468968437,0.0,0.0,0.0,0.0,13.80683318580579,4.832584604152947,0.0,0.0,0.0,9,32,12,3,0,0,0,0,4,1,0,0,0,2,1,1,1,22,0
AS14.16,2014-05-03,7.0,0.0,1.0,0.025134557160691386,1.0,0.0,102.51147266963922,45.154718406935594,25.938206361221997,0.0,0.0,0.0,0.0,38.04986601036628,0.0,0.0,0.0,0.0,8,54,17,6,0,0,0,0,10,0,0,0,0,1,0,0,0,30,0
AS14.16,2014-05-04,7.0,0.0,1.0,0.08915217398323512,0.0,0.0,77.27648479983368,25.2747170164084,0.0,3.4054217796485915,0.0,0.0,2.777140845587004,11.647846991020792,0.0,2.494361808558756,2.642480036892761,0.0,5,38,9,0,1,0,0,1,3,0,1,1,0,0,2,2,2,18,0
AS14.16,2014-05-05,7.333333333333333,1.3333333333333333,1.0,0.012607713406722974,0.0,0.0,16.357652155629204,0.0,18.56024133386905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,0,4,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0
AS14.17,2014-03-20,7.4,0.8,1.0,0.04110177887529356,0.0,0.0,43.569787527155256,45.979213749126274,5.525070395851911,0.0,0.0,0.0,13.52910100237199,47.04060203098769,0.0,0.0,0.0,0.0,5,33,16,1,0,0,0,5,14,0,0,0,0,0,0,0,0,16,0
AS14.17,2014-03-21,7.4,0.8,1.0,0.14072548606093113,0.0,0.0,71.01471950382131,161.1664319799257,27.957238085240917,0.0,0.0,11.737379226998343,11.36205602853186,84.29997059849782,0.0,0.0,0.0,0.0,24,46,55,7,0,0,5,5,23,0,0,0,0,0,5,5,5,58,0
AS14.17,2014-03-22,7.4,0.4,0.8,0.1578853653959863,0.0,0.0,103.07112083954468,255.21145593496144,27.201704903016036,0.0,0.0,0.0,16.000359120885953,73.39820583475314,8.283330168851604,0.0,2.89734737163259,0.0,24,61,93,6,0,0,0,6,23,3,0,1,0,0,5,5,5,88,0
AS14.17,2014-03-23,7.4,0.8,0.8,0.06215119599632931,0.0,1.0,117.3227129247003,131.32493444362058,66.12862409409428,0.0,0.0,0.0,10.388643922590328,103.96761961362088,20.62017615859578,0.0,0.0,0.0,24,73,45,20,0,0,0,5,30,8,0,0,0,0,5,5,5,62,1
AS14.17,2014-03-24,7.0,0.6666666666666666,0.6666666666666666,0.14053296323215375,4.0,0.0,129.68976784899147,283.8112137101902,31.56637684036348,0.0,0.0,0.0,10.494177640267504,66.86763209046077,46.08466810535361,0.0,6.406281944520685,0.0,23,85,114,9,0,0,0,5,19,16,0,3,0,4,3,3,3,126,0
AS14.17,2014-03-25,7.5,0.5,1.0,0.055110675803311505,0.0,0.0,41.88687846910623,103.2529231784826,41.28969602714148,0.0,0.0,5.599613841017315,8.181520552507557,76.1896093945488,0.0,0.0,3.5610449462397695,0.0,24,32,38,10,0,0,1,4,25,0,0,2,0,0,4,4,4,53,0
AS14.17,2014-03-26,7.2,0.2,0.8,0.06048497834695379,2.0,0.0,166.73438228112744,185.52195458086345,67.07828120853362,0.0,0.0,0.0,15.500556971198371,130.54521616109466,0.0,0.0,10.05192236822921,0.0,24,108,66,17,0,0,0,6,46,0,0,4,0,2,5,5,5,85,0
AS14.17,2014-03-27,7.2,0.4,0.6,0.0799989005058858,0.0,0.0,145.5708764947171,150.18072248150892,48.26349495249683,0.0,0.0,0.0,11.482146101375394,142.7475688872725,18.437998899908056,0.0,0.0,0.0,24,95,50,14,0,0,0,5,52,6,0,0,0,0,5,5,5,67,0
AS14.17,2014-03-28,7.2,0.6,1.0,0.2029715972769326,1.0,0.0,103.82847555752556,219.53999553248477,18.65067030355972,0.0,0.0,3.437882832470008,23.204062279278688,95.72720353795965,45.20314817413953,0.0,0.0,0.0,24,72,75,5,0,0,1,8,32,19,0,0,0,1,5,5,5,99,0
AS14.17,2014-03-29,6.8,0.6,0.6,0.1767597141616228,8.0,1.0,166.91040128922168,174.57140524669015,29.590023928857203,3.0946722214088944,0.0,0.0,11.392908928331972,158.77320786307828,27.81737441511684,0.0,0.0,0.0,24,126,70,6,1,0,0,5,62,12,0,0,0,8,5,5,5,122,1
AS14.17,2014-03-30,8.0,1.0,1.0,0.008193794021793743,0.0,0.0,23.045452889918362,41.67918324189404,0.0,0.0,0.0,0.0,8.698080981793034,4.73165304596767,4.107013965322763,0.0,0.0,0.0,16,12,17,0,0,0,0,4,1,1,0,0,0,0,3,3,3,15,0
AS14.17,2014-03-31,7.25,0.5,1.0,0.08495561731204493,0.0,0.0,137.8082276149544,147.90463497870473,23.054653777944388,0.0,0.0,0.0,45.395327124700906,75.4476945268225,55.75641556230103,0.0,11.339070981161335,0.0,24,92,55,5,0,0,0,15,21,17,0,4,0,0,4,4,4,58,0
AS14.17,2014-04-01,7.4,0.6,1.0,0.1294705900737707,4.0,2.0,205.71278885725954,215.94212627533307,47.57558242524489,0.0,0.0,38.68572969150366,19.600790433534833,67.74874979951908,14.09889152802759,0.0,3.4617137623266103,0.0,24,121,84,16,0,0,13,7,22,4,0,2,0,4,5,5,5,114,2
AS14.17,2014-04-02,7.5,0.25,0.75,0.08226061153806372,1.0,0.0,184.82884329475286,114.82156360735804,48.502982045239264,0.0,0.0,10.211817485131718,24.575159253027348,82.0743704874767,19.609403538173996,0.0,13.330354613574812,0.0,24,100,45,15,0,0,3,9,27,8,0,6,0,1,4,4,4,89,0
AS14.17,2014-04-03,7.2,0.2,1.0,0.1072467037757966,1.0,1.0,150.28643244948998,176.3802091190294,77.24958691651189,0.0,0.0,3.617464007703407,28.52661142961005,87.75595924765886,20.171845060660424,0.0,3.048040053177336,0.0,24,94,63,21,0,0,1,10,31,9,0,1,0,1,5,5,5,85,1
AS14.17,2014-04-04,7.0,-0.6,0.8,0.13341059665220822,1.0,1.0,93.49145272518388,96.74137721157322,44.7799307266162,0.0,0.0,7.919707064128595,11.235475233355233,81.74209233293232,0.0,0.0,0.0,0.0,24,68,40,10,0,0,3,5,29,0,0,0,0,1,5,5,5,68,1
AS14.17,2014-04-05,7.0,0.2,1.0,0.1569498569783778,3.0,3.0,76.65804602142065,117.07805722716225,20.53185457007821,0.0,0.0,0.0,12.938937647189416,29.388184923526154,5.434492677303682,0.0,0.0,0.0,24,57,42,4,0,0,0,7,10,3,0,0,0,3,5,5,5,67,3
AS14.17,2014-04-06,7.25,0.25,1.25,0.029718026380521196,0.0,1.0,41.64606183432584,72.981149037487,25.896447811566706,0.0,0.0,0.0,21.024864777152942,36.07580397047553,0.0,0.0,0.0,0.0,24,26,26,6,0,0,0,9,10,0,0,0,0,0,4,4,4,28,1
AS14.17,2014-04-07,7.0,1.0,1.0,0.04486316632345444,0.0,0.0,49.29150591169977,99.02956379731542,22.401643137178443,0.0,0.0,0.0,6.496783994222248,45.59217282924451,0.0,0.0,0.0,0.0,20,39,32,4,0,0,0,3,12,0,0,0,0,0,3,3,3,35,0
AS14.17,2014-04-08,7.0,0.4,1.0,0.02511027656189913,3.0,1.0,207.19788525717013,296.01309058485896,60.86149677882375,0.0,0.0,16.538323955343984,12.880713831611192,129.34053478659715,31.081700996329904,19.9930710665037,2.836091550983094,0.0,24,127,104,13,0,0,3,6,47,10,8,1,0,3,5,5,5,114,1
AS14.17,2014-04-09,7.0,0.25,1.0,0.09479982990601199,0.0,0.0,118.36069390421397,244.60225870425415,142.27673419465097,0.0,0.0,23.48587841364171,15.717235460590603,47.401937102297126,55.44465719515,0.0,1.6156187715091814,0.0,24,72,108,52,0,0,7,6,14,37,0,1,0,0,4,4,4,161,0
AS14.17,2014-04-10,6.75,1.0,1.0,0.08989488903906424,0.0,0.0,118.81187048743577,274.11938399715916,65.08760364120532,0.0,0.0,3.956078167624317,21.46557903718519,80.40494994967221,17.406082275516667,0.0,0.0,0.0,24,79,106,18,0,0,1,8,23,8,0,0,0,0,4,4,4,95,0
AS14.17,2014-04-11,7.2,0.4,1.0,0.16802118432617563,0.0,0.0,262.6371117159918,83.35161145888912,6.859662121846855,0.0,0.0,0.0,10.796608042915288,166.57075551316382,35.31558995434858,0.0,6.088622907573781,0.0,24,197,40,1,0,0,0,5,125,20,0,3,0,0,5,5,5,318,0
AS14.17,2014-04-12,7.2,0.4,1.0,0.14047471182668156,0.0,0.0,255.17866267067745,145.56301996266615,30.018154336561135,0.0,0.0,0.0,10.757294899942265,181.95369179454173,0.0,0.0,0.0,0.0,24,172,66,8,0,0,0,5,150,0,0,0,0,0,5,5,5,313,0
AS14.17,2014-04-13,7.2,-0.2,1.0,0.06259178189263966,0.0,0.0,160.54197774891824,135.7743935452582,74.9681344761539,0.0,0.0,0.0,12.181216641273284,122.77395622828017,13.150987109577972,0.0,3.052065346894152,0.0,24,104,53,18,0,0,0,5,38,4,0,1,0,0,5,5,5,94,0
AS14.17,2014-04-14,7.0,0.8,1.0,0.07707143914626115,1.0,0.0,140.77533363398433,58.27461521876074,0.0,0.0,0.0,5.009634793762673,14.36587480390169,57.86192326577402,75.88109477733252,0.0,0.0,0.0,24,90,26,0,0,0,1,7,32,76,0,0,0,1,5,5,5,165,0
AS14.17,2014-04-15,7.0,0.4,1.0,0.0862801016365808,0.0,1.0,162.8577029937571,366.574520682265,53.41753136645945,0.0,0.0,4.042732146745393,68.80430638383856,86.17842185934285,7.475108708296457,0.0,0.0,0.0,24,91,135,18,0,0,2,23,30,2,0,0,0,0,5,5,5,148,1
AS14.17,2014-04-16,7.2,0.8,1.0,0.09997581590038158,2.0,1.0,169.7607956783993,369.91429760318186,33.09406312466821,0.0,0.0,6.454775473850385,11.659069242018596,81.38049844675002,25.86825494163634,0.0,4.029274273054303,0.0,24,107,153,10,0,0,2,5,29,11,0,2,0,2,5,5,5,167,1
AS14.17,2014-04-17,7.0,0.4,1.0,0.10019282547612503,0.0,2.0,86.6830302924915,192.60106572375736,38.736380775913915,0.0,0.0,0.0,11.307828754513405,90.16357024664663,0.0,0.0,2.7660155975107874,0.0,24,57,89,10,0,0,0,5,28,0,0,3,0,0,5,5,5,99,2
AS14.17,2014-04-18,7.0,1.0,1.0,0.1587296014080291,1.0,0.0,28.479693248488324,116.22968546754244,37.83076406492734,0.0,0.0,0.0,8.865266044195312,12.854863588786959,0.0,0.0,1.7949211325656338,0.0,20,14,44,9,0,0,0,4,6,0,0,1,0,1,3,3,3,47,0
AS14.17,2014-04-19,7.0,1.0,1.0,0.14172322832216072,0.0,0.0,16.730794706447845,149.15572454464137,0.0,0.0,0.0,0.0,11.30018579551654,33.464596846460324,0.0,0.0,0.0,0.0,24,12,71,0,0,0,0,5,13,0,0,0,0,0,5,5,5,69,0
AS14.17,2014-04-20,7.2,0.4,1.0,0.10405229872049478,0.0,0.0,127.79527552768567,422.1075639779359,51.32131504096832,0.0,0.0,5.550231059678334,11.214655523864408,127.05133158806905,42.7969028797482,0.0,0.0,0.0,24,96,164,12,0,0,1,5,46,12,0,0,0,0,5,5,5,157,0
AS14.17,2014-04-21,7.4,0.4,1.0,0.07077625816873699,1.0,0.0,43.57816629211817,209.0242973272372,10.655586593371096,0.0,0.0,0.0,13.990969757435046,35.42463288463774,3.0030057575204894,0.0,1.3887912413184778,0.0,24,31,84,3,0,0,0,6,14,1,0,1,0,1,5,5,5,91,0
AS14.17,2014-04-22,6.6,0.6,1.0,0.04542127610907542,0.0,2.0,112.62872620935252,257.40801411627643,53.82223276494387,0.0,0.0,0.0,11.557246937477913,102.2665737426536,10.033326879230088,0.0,0.0,0.0,24,74,84,14,0,0,0,5,35,4,0,0,0,0,5,5,5,88,2
AS14.17,2014-04-23,7.25,1.0,1.0,0.06319396831607937,1.0,0.0,168.37093579140966,325.35441457940937,47.519824027258714,0.0,0.0,3.469727924069264,11.524617190028636,89.44084014606025,51.67950075930852,0.0,0.0,0.0,24,105,116,11,0,0,1,5,33,17,0,0,0,1,4,4,4,114,0
AS14.17,2014-04-24,7.2,1.0,1.0,0.09729249985510537,1.0,0.0,181.5020111453198,233.48309927155577,40.04923453814603,0.0,7.849287545931878,0.0,10.955183252624764,108.55399869226113,39.41420154477011,0.0,0.0,0.0,24,104,95,12,0,1,0,5,33,16,0,0,0,1,5,5,5,125,0
AS14.17,2014-04-25,7.2,0.4,1.0,0.16667934169657916,4.0,1.0,169.05542177413776,225.30577265873117,38.21282543342167,0.0,0.0,17.232254650140938,15.606955784732353,11.365513839813323,10.119461961370073,0.0,2.201105924044192,0.0,23,98,97,12,0,0,5,6,3,2,0,1,0,4,5,5,5,139,1
AS14.17,2014-04-26,8.0,1.0,1.0,0.1520398321437004,0.0,1.0,195.29301143386334,154.7756698196569,0.0,0.0,0.0,0.0,13.325405337761067,16.835647218914392,0.0,0.0,0.0,0.0,24,115,64,0,0,0,0,6,6,0,0,0,0,0,4,4,4,137,1
AS14.17,2014-04-27,7.2,1.0,0.6,0.08608346258621828,0.0,2.0,110.98905709167286,119.03311458967116,16.978546509237933,0.0,0.0,0.0,10.264683282660425,64.94274640075963,3.3434270159119426,0.0,0.0,0.0,24,60,42,5,0,0,0,5,19,1,0,0,0,0,5,5,5,45,2
AS14.17,2014-04-28,6.75,0.75,0.0,0.08711776775185591,0.0,0.0,99.94567956324555,214.38763335546733,25.696517025129758,0.0,0.0,20.157127906130018,10.92674366106037,71.98564522843294,45.3289605659011,0.0,1.4058518603354215,0.0,24,71,78,6,0,0,7,5,29,16,0,1,0,0,4,4,4,90,0
AS14.17,2014-04-29,7.0,0.8,1.0,0.09559163039752806,0.0,0.0,130.24355252086318,254.74903342646755,51.53004226807544,0.0,0.0,0.0,10.411390077313447,61.1508023633066,29.203752110980588,0.0,0.0,0.0,24,82,105,14,0,0,0,5,19,10,0,0,0,0,5,5,5,103,0
AS14.17,2014-04-30,7.0,1.0,1.0,0.10307372370569444,0.0,0.0,81.94183450416187,167.52116211429004,6.276755828895983,6.4171726022240385,0.0,0.0,11.242439940914114,25.043343424066183,37.236815224011416,0.0,3.580263645735437,0.0,24,47,63,2,2,0,0,5,11,13,0,1,0,0,2,2,2,76,0
AS14.17,2014-05-01,8.0,1.0,1.0,0.06782981810020247,0.0,1.0,79.31188944302173,80.19289564010043,2.641625457720969,0.0,37.39840884283271,0.0,2.2009952372324126,9.739331413381734,0.0,0.0,2.776144891567548,0.0,24,46,28,1,0,8,0,1,3,0,0,1,0,0,1,1,1,48,1
AS14.17,2014-05-02,7.0,1.0,1.0,0.20165202523508327,1.0,0.0,120.61984754139566,129.71874979405533,0.0,0.0,0.0,0.0,6.4403941912676075,22.445176013648744,38.61632439307088,0.0,0.0,0.0,24,68,53,0,0,0,0,3,5,10,0,0,0,1,2,2,2,90,0
AS14.17,2014-05-03,7.166666666666667,-1.0,1.0,0.26885403067396324,7.0,3.0,145.86242384034057,110.51977010266695,6.489509064403471,0.0,0.0,0.0,12.350799145991163,71.6724258691835,20.920994581642162,0.0,2.3054808961060718,0.0,19,96,40,2,0,0,0,6,23,6,0,1,0,7,3,3,3,77,3
AS14.17,2014-05-04,7.5,1.0,1.0,0.014432029257027763,0.0,0.0,59.424052741598516,82.61623090569617,0.0,0.0,0.0,0.0,8.069700455895179,18.699741932600045,0.0,0.0,0.0,0.0,23,33,30,0,0,0,0,4,6,0,0,0,0,0,0,0,0,31,0
AS14.17,2014-05-05,7.5,1.0,1.0,0.09400180826802658,0.0,0.0,29.578312074568032,100.87879633151691,3.048229842511745,0.0,0.0,0.0,7.447667263269436,24.071574951414412,15.854426640619222,0.0,7.137710791794412,0.0,16,20,36,1,0,0,0,4,6,6,0,3,0,0,2,2,2,37,0
AS14.19,2014-03-20,4.666666666666667,0.6666666666666666,0.6666666666666666,0.09481804935397183,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
AS14.19,2014-03-21,4.666666666666667,0.6666666666666666,0.6666666666666666,0.09481804935397183,3.0,0.0,61.96388923374427,53.60275945858255,0.0,0.0,0.0,0.0,13.345377011482489,1.797907199814289,0.0,0.0,0.0,0.0,12,31,14,0,0,0,0,4,1,0,0,0,0,3,3,3,3,18,0
AS14.19,2014-03-22,6.6,-1.4,0.4,0.0740566239936588,7.0,0.0,181.94757070579453,129.81353749168048,0.0,0.0,0.0,0.0,38.83642917819733,6.838417721669279,0.0,0.0,0.0,0.0,24,96,45,0,0,0,0,15,2,0,0,0,0,7,5,5,5,86,0
AS14.19,2014-03-23,7.0,-0.8,0.8,0.026721641680314785,4.0,0.0,75.61829917641145,23.96425152432299,0.0,0.0,0.0,0.0,19.574961878536815,4.228569464313332,0.0,0.0,0.0,0.0,24,37,10,0,0,0,0,8,1,0,0,0,0,4,5,5,5,22,0
AS14.19,2014-03-24,6.0,-0.4,0.4,0.09263933444726791,5.0,0.0,81.01874846422403,176.34261516286827,8.771796929334863,0.0,0.0,0.0,12.088583516352049,0.0,0.0,0.0,0.0,0.0,24,55,64,6,0,0,0,5,0,0,0,0,0,5,5,5,5,63,0
AS14.19,2014-03-25,5.5,-1.25,0.25,0.09497816365227606,12.0,0.0,158.92529118094987,242.39857791451988,0.0,0.0,0.0,0.0,14.005134405318303,0.0,0.0,0.0,0.0,0.0,24,93,82,0,0,0,0,7,0,0,0,0,0,12,4,4,4,89,0
AS14.19,2014-03-26,6.0,-0.6,0.4,0.09103264331888265,6.0,0.0,139.57134398549246,204.38957049454814,0.0,0.0,0.0,0.0,11.916202781543742,11.731285913941878,0.0,1.1006102913307827,0.0,0.0,24,77,75,0,0,0,0,5,5,0,1,0,0,6,5,5,5,78,0
AS14.19,2014-03-27,6.6,0.0,0.6,0.11375620398689447,7.0,1.0,160.28420702128184,227.43518737162327,5.495190861761802,0.0,0.0,0.0,11.713751295591688,19.224417466243313,0.0,14.177609231721316,0.0,0.0,24,95,83,1,0,0,0,5,7,0,8,0,0,7,5,5,5,87,1
AS14.19,2014-03-28,6.6,-0.6,1.2,0.12565554991399025,8.0,1.0,123.61526662656868,108.79003967860983,10.077841622226714,0.0,0.0,0.0,14.309283493246385,6.600257807799182,0.0,2.2127886048167227,0.0,0.0,24,72,40,3,0,0,0,6,3,0,2,0,0,8,5,5,5,61,1
AS14.19,2014-03-29,7.4,0.2,1.2,0.1166100329923791,10.0,2.0,110.42274493334315,71.4777363277648,9.069557417745129,0.0,0.0,0.0,15.197882925487777,0.0,0.0,0.0,0.0,0.0,24,70,26,3,0,0,0,6,0,0,0,0,0,10,5,5,5,46,2
AS14.19,2014-03-30,7.0,-0.4,0.8,0.056284648353347407,5.0,0.0,93.00277233404998,70.2406246871885,0.0,0.0,0.0,0.0,11.923903869802649,0.0,0.0,0.0,0.0,0.0,23,56,28,0,0,0,0,5,0,0,0,0,0,5,5,5,5,44,0
AS14.19,2014-03-31,7.2,-0.4,1.0,0.11095970601246918,6.0,1.0,149.76423346305208,227.38967827044007,0.0,0.0,0.0,0.0,11.399547982599618,0.0,9.261323243253344,0.0,0.0,0.0,24,84,82,0,0,0,0,5,0,3,0,0,0,6,5,5,5,67,1
AS14.19,2014-04-01,6.4,0.0,0.2,0.11439675508499642,1.0,0.0,89.12977815268785,255.31417766471364,0.0,0.0,0.0,0.0,11.705641608599354,0.0,0.0,4.0470853934808435,0.0,0.0,24,52,95,0,0,0,0,5,0,0,3,0,0,1,5,5,5,80,0
AS14.19,2014-04-02,7.6,-0.2,1.0,0.0673750907202708,3.0,0.0,88.5088952640863,111.69535427491502,0.0,0.0,0.0,0.0,11.1002625189388,9.747093269577991,0.0,0.0,0.0,0.0,24,49,42,0,0,0,0,5,6,0,0,0,0,3,5,5,5,49,0
AS14.19,2014-04-03,6.6,0.0,0.6,0.061039747795633835,2.0,0.0,65.31005736879675,172.12285777703582,0.0,0.0,0.0,0.0,11.16487627684404,0.0,0.0,0.0,0.0,0.0,24,31,61,0,0,0,0,5,0,0,0,0,0,2,5,5,5,53,0
AS14.19,2014-04-04,7.0,-0.2,0.4,0.13161151745199756,11.0,0.0,225.3951644464816,228.4566349844828,0.0,0.0,0.0,0.0,20.20157257732837,15.553761112158934,0.0,0.0,0.0,0.0,24,121,96,0,0,0,0,7,5,0,0,0,0,11,5,5,5,102,0
AS14.19,2014-04-05,8.0,-0.6,1.2,0.1129207458061074,11.0,0.0,109.49672676963054,112.34562664143387,0.0,0.0,18.789330660691796,0.0,12.76649371724552,3.995812531157829,0.0,0.0,0.0,0.0,24,63,44,0,0,6,0,5,1,0,0,0,0,11,5,5,5,58,0
AS14.19,2014-04-06,7.25,-1.25,1.0,0.08245862267031052,8.0,1.0,130.65400307350404,164.69875334318735,0.0,0.0,0.0,0.0,11.878157894165936,0.0,0.0,0.0,0.0,0.0,24,74,62,0,0,0,0,5,0,0,0,0,0,8,4,4,4,63,1
AS14.19,2014-04-07,6.6,-1.0,0.6,0.15030608691130415,11.0,0.0,174.3824229478722,251.73849088200137,0.0,0.0,0.0,0.0,12.891226534855452,8.924243670068678,0.0,0.0,0.0,0.0,24,129,95,0,0,0,0,5,3,0,0,0,0,11,5,5,5,133,0
AS14.19,2014-04-08,6.8,-0.4,1.0,0.0765305161906243,8.0,2.0,167.11078782244536,188.69573836515593,0.0,0.0,0.0,0.0,10.900643595234923,0.0,0.0,0.0,9.548713672700806,0.0,24,102,73,0,0,0,0,5,0,0,0,4,0,8,5,5,5,94,2
AS14.19,2014-04-09,7.2,-0.4,0.8,0.1023521037455448,8.0,1.0,110.12223478792497,154.95109200225465,0.0,0.0,0.0,0.0,12.478487683475535,0.0,0.0,0.0,0.0,0.0,24,66,51,0,0,0,0,5,0,0,0,0,0,8,5,5,5,63,1
AS14.19,2014-04-10,6.75,-0.5,0.75,0.06046808549481897,4.0,0.0,87.18669350885901,56.64118346166547,0.0,0.0,0.0,0.0,8.786300891874511,14.367567073592497,0.0,0.0,0.0,0.0,24,45,22,0,0,0,0,4,6,0,0,0,0,4,4,4,4,40,0
AS14.19,2014-04-11,6.8,-0.6,1.0,0.09483634100339695,6.0,0.0,114.1249149257104,156.20733916117604,0.0,0.0,0.0,0.0,11.206644348477264,13.506003639411205,0.0,0.0,0.0,0.0,24,63,65,0,0,0,0,5,6,0,0,0,0,6,5,5,5,70,0
AS14.19,2014-04-12,7.2,0.2,0.8,0.05831984256267753,6.0,0.0,117.49415285324322,120.59657693009513,0.0,0.0,0.0,0.0,11.391763133946796,15.647015845861544,0.0,0.0,0.0,0.0,24,72,48,0,0,0,0,5,6,0,0,0,0,6,5,5,5,58,0
AS14.19,2014-04-13,7.2,-0.6,1.0,0.09554686755136639,6.0,0.0,84.45796802555003,90.73554465358703,0.0,0.0,0.0,0.0,12.837840992933424,33.946183395706356,0.0,0.0,0.0,0.0,24,59,39,0,0,0,0,5,15,0,0,0,0,6,5,5,5,61,0
AS14.19,2014-04-14,7.0,0.4,0.8,0.12386377607746644,15.0,0.0,166.3486657721326,281.4290134906677,0.0,0.0,0.0,0.0,12.937818450128049,9.204507397810648,0.0,8.946096552158604,0.0,0.0,24,92,106,0,0,0,0,5,2,0,4,0,0,15,5,5,5,100,0
AS14.19,2014-04-15,6.4,-1.0,1.0,0.1090463020441274,4.0,0.0,124.49992576392567,253.5248848405453,0.0,0.0,0.0,0.0,17.00857461721504,4.002089735070515,0.0,4.649436253906567,0.0,0.0,24,76,90,0,0,0,0,7,2,0,3,0,0,4,5,5,5,84,0
AS14.19,2014-04-16,6.8,-0.6,1.0,0.06366944735693512,4.0,1.0,52.19154965587707,179.74655259576613,0.0,0.0,0.0,0.0,11.980294102010502,28.081429584797867,0.0,0.0,0.0,0.0,24,32,69,0,0,0,0,5,9,0,0,0,0,4,5,5,5,58,1
AS14.19,2014-04-17,6.8,-0.8,1.0,0.08792163960054099,1.0,0.0,37.99361118697137,287.9246911759168,0.0,0.0,0.0,0.0,11.55685049858935,5.952482967360028,0.0,0.0,0.0,0.0,24,28,105,0,0,0,0,5,2,0,0,0,0,1,5,5,5,76,0
